entry_id,seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
1461,4,force,N,"Women turned up in large force.
",?????, ?????? ????? ?????? ?????? ???? ????,?????? ??? ????? ??? ??? ??????,??,???????,güç,Kadinlar büyük bir güçle ortaya çikti.
1461,5,force,N,"The new law will come into force next month.
",?????,???? ?????? ???? ???? ????? ??????,??? ????? ???? ??? ???? ?? ???? ???,??,???????????,güç,Yeni yasa önümüzdeki ay yürürlüge girecek.
1461,6,force,V,"She forced him to take up a job in the city.
",?????? ????? ??? ????,???? ???? ??? ???? ???? ????? ???? ????? ???????,?? ?? ??? ??? ??? ????? ???? ?? ????? ????,??,???????????,güç,Onu sehirde bir ise girmeye zorladi.
1461,7,force,V,They were forcing her head into the water.,???? ???? ????,??? ??? ???? ??????? ???? ???? ??? ???? ????? ,?? ?? ?? ?? ???? ??? ????? ??? ????,??,?????????????,güç,Basini suya zorla sokuyorlardi.
1461,8,force,V,He tried to force the window open. ,?????????? ???? ????,???? ??? ??? ?????????? ???????,?? ?? ????? ????? ?? ???? ???,??,??????????,güç,Pencereyi zorla açmaya çalisti.
1461,9,force,N,He had a force in the city.,?????,????? ??? ???? ???? ??????,??? ??? ?? ?? ??? ? ???? ????,??,??????????,güç,Sehirde bir gücü vardi.
1461,10,force,N,She spoke with great force.,??? ,???? ??? ??? ??? ??? ????  ,?? ??? ??? ?? ?????,??,?????????,güç,Büyük bir güçle konustu.
1462,1,ford,N,"We drove through the ford to reach the village.
",?????,??? ?????? ???? ???? ???? ????? ?????,???? ?????? ?? ??? ?? ???? ?? ?????,??,?????????????,geçit,Köye ulasmak için geçidin içinden geçtik.
1462,2,ford,VT,"Many people ford the river in boat.
",???? ????,?????? ????? ??? ???? ???? ?????? ???? ?????,??? ?? ??? ???? ??? ???? ??? ???? ???,??,????????,geçit,Birçok kisi nehri tekneyle geçti.
1463,1,fore,Adj,"The fore part of the car was damaged in the accident.
",??????????,???? ????? ?????????? ????? ???? ?????? ???? ?????,????? ??? ???? ?? ???????? ??? ???? ??????,??,??????????,ön,Kazada otomobilin ön kismi hasar gördü.
1463,2,fore,Adv,"He came to the fore to address the audience.
",???????? ???,??? ?? ??????? ???? ????? ????? ??????? ????,?? ?????? ?? ???? ?? ??? ????? ????,??,?????????????,ön,Seyirciye hitap etmek için öne çikti.
1464,1,forehead,N,"She has pimples on her forehead.
",??????,????? ??? ????? ????? ??????,??  ?? ????? ?? ????? ????,??,????????,alin,Alninda sivilceler var.
1465,1,foreign,Adj,"She learns foreign languages during the vacations.
",??? ?????? ????????? ????,?? ???? ??????? ???? ??? ???? ?????? ????????,?? ?????? ?? ????? ??? ???? ?????? ?????? ???,???,??????????,yabanci,Tatillerde yabanci dil ögreniyor.
1466,1,forest,N,"Wild animals live in forests.
",??? ?????,????? ????? ??? ???? ???? ??????,????? ????? ?????? ??? ???? ????,??,???????????,orman,Vahsi hayvanlar ormanlarda yasar.
1467,1,forever,Adv,"They remained friends forever.
",??????,???? ????? ?????? ?????,?? ????? ???? ????,??,????????,sonsuza kadar,Sonsuza kadar arkadas kaldilar.
1468,1,forget,V,"I forgot to bring your book.
",?????? ?????,??? ????? ???? ????? ????? ???????,??? ?? ?? ???? ???? ???? ????,??,????????,unutmak,Kitabinizi getirmeyi unuttum.
1469,1,forgive,VT,"My mother forgave me for my mistakes.
",????? ????? ?????,??????? ????? ??? ??? ?????? ????? ??????,???? ??? ?? ???? ???? ?????? ?? ??? ???? ?? ????,??,???????????,affetmek,Annem hatalarimdan dolayi beni affetti.
1469,2,forgiveness,N,"He asked for forgiveness.
",?????,???? ???? ??????,?? ?? ????? ??????,??,??????,bagislama,Bagislanmayi diledi.
1470,1,fork,N,"They eat with knife and fork.
",???????,??? ??? ????? ??? ??????? ???? ???????? ,?? ???? ??? ????? ?? ????? ????,?,????????,çatal,Biçak ve çatalla yemek yiyorlar.
1470,2,fork,VI,"This road forks across the bridge.
",???? ???? ?????? ?????? ????? ??????,??? ??? ???? ?????? ????? ???? ???? ?????? ??????,?? ??? ?? ?? ??? ????? ??? ????? ???? ????,?,?????????,çatal,Bu yol köprüden geçiyor.
1471,1,form,N,"The lawn is in the form of a square.
",????,??? ??? ????????? ????? ?????,??? ??? ???? ?? ??? ??? ???,??,???????,biçim,Çim kare seklindedir.
1471,2,form,N,I am against hunting in any form.,?????,??? ???? ????? ??? ???????? ?????? ?????,??? ??? ??? ??? ?? ???? ?? ???? ????,??,???????????,biçim,Ben avlanmanin her türlüsüne karsiyim.
1471,3,form,N,They received benefit in the form of a tax reduction.,?????,???? ????? ?????? ???? ?????? ??? ?????? ???? ??????,????? ???? ??? ??? ?? ???? ??? ????? ????,??,??????????????,biçim,Vergi indirimi seklinde fayda elde ettiler.
1471,4,form,N,"I got an application form for you.
",????,??? ???? ????? ????? ??? ?????????? ?????,??? ?? ?? ?? ??? ??? ???????? ???? ?????,??,????????????,biçim,Senin için bir basvuru formu aldim.
1471,5,form,N, She has a beautiful form.,????,????? ????? ??????? ?????,?? ?? ??????? ??? ???,??,????????,biçim,Çok güzel bir formu var.
1471,6,form,N,Children formed a circle and sang songs.,??????,????? ???? ??? ????? ??? ??????? ?????,???? ?? ??? ?????  ????? ??? ???? ?????,??,???????,???,biçim,Çocuklar çember olusturarak sarkilar söylediler.
1471,7,form,V,"He has already formed an opinion about his boss.
",????? ????,???? ???? ?????? ??? ?????? ????? ??? ????? ???????,?? ?? ???? ?? ???? ??? ?? ???? ??? ???? ???? ?? ?? ???,??,??????????????,biçim,Patronu hakkinda zaten bir fikir olusturdu.
1472,1,formal,Adj,"All were requested to come in formal dress.
",????,?????? ???? ???? ????? ?????? ????? ??????? ?????? ,?? ?? ??????? ?? ??? ?? ?? ????? ?? ????? ???? ??? ?????,???,??????????????,resmi,Herkesin resmi kiyafetle gelmesi istendi.
1472,2,formally,Adv,"He was formally invited to the party.
",???? ??? ,????? ?? ???? ??? ???? ??? ????? ????? ???? ????? ????? ,????? ???? ??? ??????? ??? ?? ???? ??? ??? ????,???,???????????,resmen,Partiye resmen davet edilmisti.
1473,1,formation,N,"The formation of the house was complete today.
",?????,?????? ????? ???? ?? ?????,??? ?? ????? ?? ???? ?? ????,??,??,??????????,formasyon,Bugün evin olusumu tamamlandi.
1474,1,former,Adj,All his former friends turned against him.,?????,???? ?????? ???? ?????? ???? ???? ????? ?????,?? ?? ???? ????? ?????? ?? ?? ???? ?? ????,???,?????????????,önceki,Bütün eski arkadaslari ona karsi çikti.
1474,2,former,Adj,"The former Vice Chancellor visited the university.
",??????,?????? ???? ??????? ???? ????????? ????? ?????,???? ???? ?????? ?? ????????? ?? ???? ????,???,??????????,önceki,Eski Rektör Yardimcisi üniversiteyi ziyaret etti.
1474,3,former,Adj,His former surgery was more successful.,???????,???? ????? ?????? ????? ???? ????? ???????,?? ?? ????? ??????? ????? ?????? ????,???,???????????,önceki,Önceki ameliyati daha basariliydi.
1474,4,former,Adj,"The former rulers of the state designed certain policies.
",?????????????,????? ???? ?????? ??????? ???? ?????? ????? ??????? ????????,????? ?? ???? ???????? ?? ??? ???????? ????? ????,???,??????????????,önceki,Devletin eski yöneticileri belli politikalar tasarladilar.
1474,5,former,Adj,"The former rule continues to be in practise.
",?????????,????????? ?????? ??? ????? ??? ????? ?????,????? ??? ?? ??????? ?????? ???? ???,???,??????????,önceki,Eski kural uygulanmaya devam ediyor.
1474,6,formerly,Adv,"Formerly, females were not emancipated financially.
",????,???? ???? ??? ?????? ???? ??? ???????? ?????,???? ?????? ?? ???? ??? ?? ???? ???? ??? ???? ????,??,??,???????????,eskiden,Eskiden kadinlar mali açidan özgürlesmiyordu.
1475,1,formidable,Adj,He remained a formidable opponent.,??????? ??????,??? ???? ??? ?????? ???????,?? ??? ?????? ???? ????,??,????????????,zorlu,Zorlu bir rakip olarak kaldi.
1476,1,formula,N,"There is a formula to solve this problem.
",???????? ??????,??? ????? ?? ????? ????? ???? ??? ???????,?? ????? ?? ?? ???? ?? ??? ??????? ???,??,??????????????,formül,Bu sorunu çözecek bir formül var.
1476,2,formula,N,"There is no easy formula for success.
",??????,???????  ??????? ??? ??? ?????? ??? ???????,??????? ?? ???? ???? ???? ???? ???,??,??????????,formül,Basarinin kolay bir formülü yoktur.
1477,1,formulate,VT,He paused to formulate his reply.,????? ????? ????? ????,???? ???? ????? ????? ????? ??????? ????,"?? ???? ???? ???? ???? ?? ??? ????
",??,???????????,formüle etmek,Cevabini formüle etmek için durakladi.
1477,2,formulation,N,They are engaged in the formulation of a new policy.,??????,??? ??? ????? ??? ????? ???? ?????? ???????? ???? ??????,?? ??? ???? ???? ?? ????? ???? ??? ????? ????,??,?????????????,formülasyon,Yeni bir politikanin olusturulmasiyla mesguller.
1478,1,fort,N,"The forts have become places of tourist attraction.
",?????,????? ??? ????? ????? ?????? ???? ???????? ,???? ?????? ?? ???? ?? ???? ?? ??? ????,?,????????????,kale,Kaleler turistik cazibe merkezleri haline geldi.
1479,1,forth,Adv,"He came forth to address the audience.
",???????? ???,??? ?? ??????? ???? ????? ????? ??????? ????,?? ?????? ?? ???? ???? ?? ??? ??? ????,??,???????????,ileri,Seyircilere hitap etmek için öne çikti.
1480,1,fortunate,Adj,"He is really very fortunate to secure admission in the college.
",??? ?????,??? ???? ???? ????? ??? ????? ?? ?? ????? ????? ??? ???????,?? ????? ??? ??? ???? ?? ?? ?? ?? ???? ??? ????? ???? ????,??,???????????????,sansli,Üniversiteye kabul edildigi için gerçekten çok sansli.
1480,2,fortunately,Adv,"The weather remained good fortunately.
",??? ??????? ???,??? ??????? ??? ???? ???? ?????,???? ??? ????? ?? ???? ????,????,???????????,neyse ki,Neyse ki hava güzel kaldi.
1480,3,fortune,N,May good fortune find you this year.,??? ?????,????? ?????? ????? ??? ??????,?? ??? ??? ????? ?? ?? ?? ?????,??,????????????,talih,Bu yil sans sizi bulsun.
1481,1,forty,Adj,"Forty people were present at the party.
",????,????? ??? ??? ???? ???? ??????,????? ??? ????? ????? ????? ????,??,?????????,kirk,Partide kirk kisi vardi.
1482,1,forward,Adj,"The forward seats in the bus are reserved for ladies.
",?????????,???? ??? ???? ?????????? ?????? ????? ?????? ????? ?????? ??????? ?????,?? ??? ??? ?? ??? ?????? ?? ??? ????? ????,??,???????????????,ileri,Otobüste ön koltuklar bayanlara ayrilmistir.
1482,2,forward,Adv,"Lean forward to let the light come in.
",???????? ???,???????? ??? ????? ???? ??? ????? ????,????? ?? ???? ??? ???? ?? ??? ??? ??????,??,????,??????,ileri,Isigin içeri girmesi için öne dogru egilin.
1482,3,forward,V,"The case was forwarded to the Supreme Court.
",????? ,?????? ?? ??????? ??? ??????? ,??? ????? ???? ?? ????? ??? ????,??,??????????,ileri,Dosya Yargitay'a gönderildi.
1483,1,foster,VT,"She fostered the orphan.
",?????? ?????,???? ??? ????? ,?? ?? ???? ?? ????? ???,??,???????,bakmak,Yetimi büyüttü.
1484,1,found,VT,"Her father founded the hospital in 1958.
",?????? ????????, ???? ????? ???? ?????? 1958 ???? ???????? ?????? ???????,?? ?? ???? ?? 1958 ??? ?????? ?? ????? ?????,??,????? 1958 ?????????,kurmak,Babasi hastaneyi 1958'de kurdu.
1485,1,foundation,N,"The foundation of the building was laid way back in 1997.
",????? ??????? ???,???????? ???? ?????? ?????? ?? 1997 ?? ???? ???????? ?????,????? ?? ????? 1997 ??? ???? ??? ????,??,????????1997??????,temel,Binanin temeli 1997 yilinda atildi.
1485,2,foundation,N,"The foundation of a library in the town helped the students.
",??????,???? ??? ??? ???????? ?? ????? ????? ?? ???? ?? ??? ????,???? ??? ??? ???????? ?? ????? ????? ?? ???? ?? ??? ?????,??,??????????????????,temel,Kasabada bir kütüphanenin kurulmasi ögrencilere yardimci oldu.
1485,3,foundation,N,"Many foundations agreed to sponsor my research.
",??????,?????? ?????? ????? ?????? ??????? ?????? ???? ????? ?????,??? ??????? ?? ???? ????? ?? ???? ????? ???? ?? ????? ????,??,??????????????,temel,Birçok vakif arastirmama sponsor olmayi kabul etti.
1486,1,fountain,N,"There was a beautiful fountain in the middle of the garden.
",???????? ???????,???? ???? ??? ??? ??? ??????? ????????,??? ?? ????? ??? ??? ??????? ????? ????,??,?????????????,çesme,Bahçenin ortasinda güzel bir çesme vardi.
1487,1,four,Det,"I saw four people in the corridor.
",???,??? ????? ????? ???? ???  ????,??? ?? ??????? ??? ??? ????? ?? ??????,?,???????????,dört,Koridorda dört kisi gördüm.
1487,2,four,Adj,"She is only four.
",??? ?????,?? ???? ????? ??? ??????,?? ??? ??? ??? ?? ???,?,??????,dört,O sadece dört yasinda.
1487,3,four,Det,"I saw four men coming towards our gate.
",???,??? ????? ????? ???? ??? ??? ??? ????? ,??? ?? ??? ?????? ?? ????? ??? ?? ??? ??? ??????,?,????????????????,dört,Dört adamin kapimiza dogru geldigini gördüm.
1487,4,four,N,"Four is my lucky number.
",???, ??? ??? ?????? ????? ?????? ????,??? ???? ??? ???? ???? ??? ???,?,?????????,dört,Dört benim ugurlu sayimdir.
1487,5,four,Art,"She is four years old.
",???,?? ???? ??? ??????,?? ??? ??? ?? ???,?,?????,dört,Dört yasinda.
1487,6,four,Adj,"I have got four chocolates.
",???,???  ??? ??? ???????,???? ??? ??? ?????? ????,?,????????,dört,Dört çikolatam var.
1488,1,fourteen,Det,"It took him fourteen days to complete the work.
",????,??? ???? ??? ?????? ????? ????,??? ??? ???? ???? ??? ???? ?? ????,??,?????????????????,on dört,Isin tamamlanmasi on dört gününü aldi.
1488,2,fourteen,Adj,"She is just fourteen.
",????? ?????,?? ???? ????? ????? ??????,?? ??? ???? ??? ?? ???,??,??????,on dört,Henüz on dört yasinda.
1488,3,fourteen,Det,"Fourteen days are enough to finish this work.
",????,??? ??? ????????? ????? ??? ????? ??? ???????,?? ??? ?? ??? ???? ?? ??? ???? ?? ???? ????,??,????????????,on dört,Bu isi bitirmek için on dört gün yeterli.
1488,4,fourteen,N,Children under fourteen should be accompanied by a parent.,???? ????,????? ???? ?? ??????? ???????? ?????? ???? ??? ??? ???? ?????,???? ??? ?? ?? ??? ?? ???? ?? ?????? ?? ???? ???? ??????,??,??????????????,on dört,On dört yasin altindaki çocuklara bir ebeveyn eslik etmelidir.
1488,5,fourteen,Art,"Fourteen people were killed in the blast.
",?????,?????? ???? ???? ????? ??? ???????,?????? ??? ???? ????? ???? ????,??,??????????,on dört,Patlamada 14 kisi hayatini kaybetti.
1488,6,fourteen,Adj,"This line is repeated fourteen times in the song.
",????,?? ???? ???? ???? ???? ??????? ???? ????????? ?????,???? ??? ?? ??? ???? ????? ?????? ??? ???,??,???????????????,on dört,Bu dize sarkida on dört kez tekrarlaniyor.
1489,1,fourth,Det,"He lives in the fourth house from here.
",??????,??? ??? ??????  ?????? ??????? ????? ???? ??????,?? ???? ?? ????? ??? ??? ???? ???,??,????????????????,dördüncü,Buradan dördüncü evde yasiyor.
1489,2,fourth,Art,It's the fourth season of the year.,??????,??? ??? ?????? ?????? ?????,?? ??? ?? ????? ???? ???,??,?????????,dördüncü,Yilin dördüncü sezonu.
1490,1,fox,N,"I saw a fox in the bushes.
",????? ????,??? ???? ????? ???? ????? ?????,??? ?? ??????? ??? ??? ????? ?? ??????,??,?????????????,tilki,Çalilarin arasinda bir tilki gördüm.
1490,2,fox,N,"He is a fox.
",????? ???? ?????,???? ??? ??? ????? ????,?? ??? ??? ??? ???,??,???????,tilki,O bir tilki.
1490,3,fox,V,"He foxes every body with his behaviour.
",?????? ????,??? ??? ?????? ????? ???? ??????? ??????? ?????? ?????,?? ???? ????? ?? ?? ?? ????? ???? ???,??,?????????????,tilki,Davranislariyla herkesi kandiriyor.
1491,1,fraction,N,"The bus left in a fraction of a second.
",???????? ???????,???? ?????? ??????? ??? ????? ?????,?? ??? ????? ?? ?? ??? ??? ??? ????,??,????????????,kesir,Otobüs bir saniyeden kisa sürede hareket etti.
1491,2,fraction,N,The cost is only a fraction of his salary.,????? ?????? ??? ?????,???? ??? ???? ?????? ???????? ??? ????? ??????,???? ?? ?? ?????? ?? ??? ??? ????? ??? ???,??,???????????????,kesir,Maliyeti maasinin sadece bir kismi.
1491,3,fraction,N,"We can break it into equal fractions.
",?????,??? ????? ??? ????? ???? ???? ????? ???????,?? ??? ????? ???? ??? ??? ???? ????,??,??????????????,kesir,Esit kesirlere bölebiliriz.
1492,1,frame,N,"The door frames should be made of wood.
",?????,?????? ?????? ????? ???? ????? ?????? ??????,?????? ?? ????? ???? ?? ????? ???? ??????,??,?????????,çerçeve,Kapi çerçeveleri ahsap olmalidir.
1492,2,frame,N,"The main frame of the aircraft is ready.
",???????,?????? ??? ??????? ??? ?????,????? ?? ??? ????? ???? ???,??,?????????????,çerçeve,Uçagin ana gövdesi hazir.
1492,3,frame,N,"I broke the frame of my spectacles.
",?????,??? ??????? ????? ?????? ??????,??? ?? ???? ???? ?? ???? ??? ????,??,??????????,çerçeve,Gözlügümün çerçevesini kirdim.
1492,4,frame,N,"We have to follow the time frame strictly.
",?????,???? ???? ???? ??? ????? ?????,???? ???? ???? ?? ???? ?? ??? ???? ?????,??,?????????????,çerçeve,Zaman dilimine siki sikiya uymak zorundayiz.
1492,5,frame,N,"These door frames are made of teak wood.
",?????,?????? ?????? ??? ????? ??? ??????? ??????? ????? ?,?????? ?? ?? ????? ????? ?? ???? ?? ??? ????,??,??????????,çerçeve,Bu kapi çerçeveleri tik agacindan yapilmistir.
1492,6,frame,V,"A dense population of trees framed the hut.
",?????? ????? ??????? ???? ????,????? ???? ??? ?????? ????? ???? ????? ???? ??????,?????? ?? ???? ????? ?? ??????? ?? ????  ??? ???,??,?????????????,çerçeve,Kulübenin çerçevesini yogun bir agaç popülasyonu çevreliyordu.
1492,7,frame,V,"After the war, a convention was set up to frame a constitution.",??????? ??????? ??????? ?????? ????,?????? ???? ???? ????? ??????? ????? ??? ????? ????? ??????,??? ?? ??? ???? ????? ?? ??? ??? ????? ???? ?? ????,??,??,?????????????,çerçeve,Savastan sonra bir anayasanin çerçevesini olusturmak için bir kongre düzenlendi.
1492,8,frame,V,I need to find out who tried to frame me.,??? ?????? ?????? ?????? ????????,??? ???? ??? ????? ????? ?????? ?? ??? ???? ??? ??? ?????? ???????,???? ?? ????? ???? ?? ????? ?? ?? ???? ?? ?? ????? ????? ????? ?? ???? ???,??,?????????????,çerçeve,Bana komplo kurmaya kimin çalistigini bulmam lazim.
1493,1,frank,Adj,"He is very frank.
",??? ???? ???? ???? ???? ???,??? ??? ?????? ???? ????,?? ??? ?? ???? ???,??,?????,açik sözlü,Kendisi çok açik sözlüdür.
1493,2,frank,Adv,You can talk frankly to me. ,??? ?????? ?????,?? ?????? ??? ???? ??? ????? ??? ???????,?? ??? ?? ??? ?? ??? ?? ???? ????,??,?????????????,açik sözlü,Benimle açik konusabilirsin.
1493,1,frank,V,"They franked all the letters.
",???? ??????,???? ??? ?????? ??????? ???????,????? ?? ???? ???? ?? ???? ??????,??,???????????????,açik sözlü,Bütün mektuplari açikliga kavusturdular.
1494,1,free,V,They were freed from jail.,???? ????,??? ???? ??? ????? ????? ???? ??????,????? ??? ?? ??? ?? ??? ????,???,????????,özgür,Hapishaneden serbest birakildilar.
1494,2,free,Adj,"We are the citizens of a free nation.
",????,??? ??? ???? ???? ?????? ???????,?? ??? ???? ??? ?? ???? ????,???,???????????,özgür,Biz özgür bir ulusun vatandaslariyiz.
