seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
1,cope,N,"He always wears white cope.
",?????? ?????,??? ??? ??????? ???? ???? ?????? ????? ??????,?? ????? ???? ??????? ?? ???? ????? ???,??,??????????,basa çikmak,Her zaman beyaz baslik giyer.
2,cope,VI,No one can cope him in English.,???????? ?????,????????? ???? ?????? ??? ????? ???? ?????? ??? ???????? ??????,??????? ??? ?? ?? ?????? ???? ???? ?? ?????,??,???????????,basa çikmak,Ingilizce'de kimse onunla basa çikamaz.
1,copper,N,A wide range of cooking utensils are made of copper.,?????,?????? ??????? ??????? ????? ??? ???????? ??????? ??????,"????? ????? ?? ?????? ?? ??? ??? ????? ?? ???? ???
",?,????????????,bakir,Çok çesitli pisirme kaplari bakirdan yapilmistir.
2,copper,Adj,This old bed has a copper frame.,???????,??? ??????? ??????? ??? ??????? ???????,?? ????? ?????  ?? ?????? ????? ?? ???,?,????????,bakir,Bu eski yatagin bakir bir çerçevesi var.
1,copy,N,"He ordered two copies of photographs.
",????? ????,???? ??????? ??????? ????? ?? ???????,?? ?? ?????? ?? ?? ?????? ?????????,??,?????????,kopyala,Fotograflarin iki kopyasini siparis etti.
1,copy,V,"The teacher asked the students to copy all the answers.
",?????? ????? ????,??????? ???? ??????? ?????? ?? ??? ????? ???? ?????,????? ?? ????? ?? ??? ?? ?? ???? ?????? ??? ?????,??,?????????????,kopyala,Ögretmen ögrencilerden tüm cevaplari kopyalamalarini istedi.
1,cord,N,"He tied a cord around his luggage.
",???????,???? ????? ?????? ?????? ???,?? ?? ???? ????? ?? ??? ??? ??? ???? ????? ???,??,????????????,kordon,Valizinin etrafina bir ip bagladi.
2,cord,N,"Please get two bundles of cord.
",???,??????? ?????? ??? ???? ????? ?? ?????????,"???? ??? ??? ?? ?? ???? ?????
",??,???????,kordon,Lütfen iki paket kablo alin.
1,core,N,"Do not eat the pear core.
",????????? ??????????,?????? ????????? ????? ?????? ?? ??? ????????,??????? ?? ???? ???? ??? ?? ?????,?,??????,çekirdek,Armut çekirdegini yemeyin.
2,core,N,"You must understand the core of the argument.
",???????? ??????,????? ?????? ????????? ????? ???????? ?????? ??????,?? ?? ???? ?? ????? ?? ???? ??????,?,???????????,çekirdek,Tartismanin özünü anlamalisiniz.
1,cork,N,"Can you open the cork of the bottle.
",????,???? ?????? ?????? ????? ???? ?????????,??? ?? ???? ?? ???? ???? ???? ????,??,????????????,mantar,Sisenin mantarini açabilir misin?
1,corn,N,"Corn is ready for reaping.
",????? ????? ?????? ?????,???? ???? ??????? ????? ?????,???? ????? ?? ??? ???? ???,??,???????????,Misir,Misir hasat edilmeye hazir.
1,corn,N,"The doctor advised an ointment to rub on the corn.
",???????,?????? ???? ???????? ?????? ????? ?????,????? ?? ???? ?? ???? ????? ?? ?? ????,??,?????????????,Misir,Doktor misirin üzerine sürmek için bir merhem önerdi.
1,corner,N,A table stood in the corner of the room.,??????????,????? ??? ????? ???? ??? ??? ???? ,???? ?? ???? ??? ??? ??? ???? ????,??,?????????????,köse,Odanin kösesinde bir masa duruyordu.
2,corner,N,"Too much of lending ended him into a corner.
",????? ???????,?????? ????? ???? ????? ???? ?? ??? ????? ???? ???????,"??? ????? ??? ???? ?? ??? ??? ????? ??? ??? ????
",??,?????????????,köse,Çok fazla borç vermek onu köseye sikistirdi.
3,corner,N,"She hid herself in the corner of the city.
",????? ?????,?? ???? ??? ??? ???? ????? ???? ??????,?? ??? ?? ?????? ???? ??? ??? ????,??,??????????,köse,Kendini sehrin bir kösesine sakladi.
4,corner,V,"The question cornered the speaker.
",?????? ?????? ????? ?????,?????? ??????? ???????? ??? ??? ???????, ?? ???? ?? ???? ??  ??????? ??? ??? ????,??,??????????????,köse,Soru konusmaciyi köseye sikistirdi.
5,corner,V,"They cornered the gold market.
",????? ???? ?????? ???????,???? ???? ????? ????? ????? ??????,????? ?? ???? ?? ????? ?? ???? ????,??,??????????,köse,Altin piyasasini ele geçirdiler.
1,corporate,Adj,"The corporate election shall be contested tomorrow.
",???????? ?????? ????????,???????? ????? ?? ???? ??????,???? ?????? ???? ?? ??? ???? ???,???,???????????,kurumsal,Sirket seçimi yarin yapilacak.
2,corporation,N,She is the head of a large corporation.,??????? ?????????,?? ???? ????? ???? ????????? ????? ???????, ?? ??? ??? ????????? ?? ?????? ???,??,???????????,sirket,Büyük bir sirketin baskanidir.
1,corps,N,"The northern corps were ordered to march ahead.
",???? ?????? ???? ?????? ????,?????? ???? ???? ??? ???????? ????? ????? ????? ?????,????? ???? ???? ?? ??? ????? ?? ??? ??? ??? ????,??,?????????,kolordu,Kuzey birliklerine ilerlemeleri emredildi.
2,corps,N,"The singers corps were given a warm reception.
",?????,????? ?????? ?????? ???? ?? ???? ??????? ???????? ?????.,???????? ?? ????? ?? ???? ??????? ??? ????,??,????????????,kolordu,Sarkicilar topluluguna sicak bir karsilama verildi.
1,correct,Adj,"He gave correct answers to all the questions.
",?????????? ?????,???? ???? ????? ????? ?????? ???? ?????,?? ?? ???? ?????? ?? ???? ?????? ?????,???,???????????????,dogru,Bütün sorulara dogru cevaplar verdi.
2,correct,V,"The teacher corrected all the answers.
",????? ?????? ????? ????? ?????,??????? ???? ???? ???? ??????,????? ?? ???? ?????? ???? ?? ????,???,?????????????,dogru,Ögretmen tüm cevaplari düzeltti.
1,correlation,N,"There's no correlation between these two issues.
",?????? ?????? ????,???? ??? ??????? ??????? ?? ??? ?????? ??? ?????? ??????,?? ?? ????? ?? ?????? ???? ?? ???? ???? ??.,???,??????????????,korelasyon,Bu iki konu arasinda hiçbir baglanti yoktur.
1,correspond,V,His actions do not correspond to his words.,???????? ???????,  ???? ?????? ????? ??? ??? ???? ?????? ????? ???? ???????? ???????,"?? ?? ????? ?? ?? ??????? ?? ?????? ???? ????? ????
",??,????????????,karsilik gelmek,Eylemleri sözleriyle örtüsmüyor.
2,correspond,V,"They have been corresponding with each other for years.
",??????? ????? ?? ? ?????? ????,??? ??? ???? ???? ?????? ??? ????? ????????,?? ????? ?? ??? ????? ?? ???? ???? ????,??,????????????,karsilik gelmek,Yillardir birbirleriyle yazisiyorlar.
3,correspondence,N,"There is little correspondence between her dreams and reality.
",?????????????????,???? ???????? ????? ??? ???????? ???? ???? ?????? ?? ????????? ,?? ?? ???? ??? ????? ??? ??? ?? ?????? ???,??,??????????????????,yazisma,Hayalleri ile gerçeklik arasinda çok az benzerlik var.
4,correspondence,N,"All my official correspondence is carried out by my secretary.
",????? ???,??????? ?????? ????? ????? ??? ???? ??????? ?????????? ?????? ??????? ????? ??????,???? ???? ?????? ????? ??? ???? ??????? ?? ????? ??? ???? ???,??,???????????????????,yazisma,Tüm resmi yazismalarim sekreterim tarafindan yürütülür.
1,corridor,N,"Some people were having tea in the corridor.
",????? ????,??????? ???? ??? ????? ???? ??? ???????,??? ??? ??????? ??? ???? ?? ??? ????,??,????????,koridor,Bazi insanlar koridorda çay içiyordu.
1,corruption,N,"There is rampant corruption in government offices.
",?????? ?????,?????? ?????? ???? ???? ?????? ????? ?????? ????? ?????,?????? ????? ??? ???? ???????? ?? ??? ???,??,?????????????,yolsuzluk,Devlet dairelerinde yolsuzluk had safhada.
1,cosmic,Adj,"There is a cosmic power governing in the universe.
",???????? ??????,???????? ???? ???? ??? ??????? ???? ??????? ?????,???? ??? ??? ??????? ???? ????? ?? ??? ???,???,??????????????,kozmik,Evrende hüküm süren kozmik bir güç vardir.
2,cosmic,Adj,This was a great disaster on a cosmic scale.,????????,??? ?? ???????? ?????? ????? ??? ??? ?????? ,"?? ??????? ?????? ?? ??? ??? ????? ????
",???,??????????????,kozmik,Bu kozmik ölçekte büyük bir felaketti.
1,cost,N,"The cost of oil has increased considerably.
",????,?????? ???? ??? ?????? ????? ??????????,??? ?? ???? ??? ???? ????? ??? ???,??,?????????,maliyet,Petrolün maliyeti önemli ölçüde artti.
2,cost,V,It costs a lot to study in England.,??????? ?????? ??? ????,??????????? ???? ???? ??? ?????? ??????? ?????,"??????? ??? ????? ???? ???? ??? ??? ????? ???? ??? ???
",??,???????????,maliyet,Ingiltere'de egitim almanin maliyeti çok yüksektir.
3,cost,V,"This mistake cost him his job.
",???? ?????? ?????? ?????,?????? ???? ???? ????? ????? ????? ?????,?? ???? ?? ??? ?? ?? ????? ?? ????? ????????,??,????????????,maliyet,Bu hata onun isine mal oldu.
4,costly,Adj,"He has bought a costly book for me.
",??????? ?????,???? ???? ??????? ????? ??? ?????? ????? ?????????,"?? ?? ???? ??? ??? ????? ???? ????? ???
",??,????????????,pahali,Bana pahali bir kitap aldi.
1,costume,N,"We have to buy  woollen costumes.
",????? ?????? ?????,???? ??? ??? ???? ??????,???? ???? ???? ?????? ???,??,??????????,kostüm,Yünlü kostümler almamiz gerekiyor.
1,cottage,N,"We have a cottage in our farm.
",????? ????,???? ??? ???? ???? ??? ????? ?????,????? ???? ??? ??? ????? ??? ???,??,????????????,kir evi,Çiftligimizde bir yazligimiz var.
1,cotton,N,"It is an ideal climate for growing cotton.
",????,??? ??? ???? ????????? ??????? ?????,?? ???? ????? ?? ??? ??? ?????? ???? ???,??,????????????,pamuk,Pamuk yetistirmek için ideal bir iklimdir.
2,cotton,N,"Cotton dresses are comfortable for summer.
",?????,????? ???? ??? ?????? ????? ????? ???? ?? ?????,???? ???? ?????? ?? ??? ???? ?? ???? ????,??,????????????,pamuk,Pamuklu elbiseler yaz için rahattir.
1,cough,N,"I am suffering from dry cough.
",???,??? ???? ????? ????,??? ??? ?????? ??? ????? ????,??,??????,öksürük,Kuru öksürük hastasiyim.
2,cough,VT,"He keeps on coughing all the day.
",??? ?????,??? ??? ????? ????? ???? ??? ?????,?? ???? ?? ??????? ???? ???,??,?????????,öksürük,Gün boyu öksürmeye devam ediyor.
1,could,V,"Could you give me your pen?
",????,???? ?? ?????? ??? ??? ???? ??? ?????,"??? ?? ???? ???? ??? ?? ???? ????
",??,??????????,olabilir,Bana kalemini verebilir misin?
2,could,V,I could have become a lawyer.,?????? ??,??? ?????? ?? ?????? ???????,"??? ???? ?? ???? ????
",??,???????????,olabilir,Avukat olabilirdim.
1,council,N,The council is working on the ways of reducing traffic in the city.,??????????????? ??????,??????? ??? ???? ???? ??????? ?? ???????? ??????? ????? ??? ?????,"????? ??? ??? ????? ?? ?? ???? ?? ?????? ?? ??? ?? ??? ???
",???,??????????????????,konsey,Konsey sehirdeki trafigi azaltmanin yollari üzerinde çalisiyor.
1,counsel,N,"You must listen to the counsel of your parents.
",?????? ???? ????,????? ?????? ????? ????? ??????? ?????? ?? ???????,?? ?? ???? ?????? ?? ???? ???? ???? ??????,????,???????????,avukat,Anne babanin tavsiyelerini dinlemelisiniz.
2,counsel,VT,He counsels his family to spend more time in praying.,??????? ?????? ???? ????,??? ??? ?????? ????? ?????? ???? ????? ???? ???????? ??????? ????,"?? ???? ?????? ?? ????? ??? ????? ??? ?????? ?? ????? ???? ???
",????,?????????????,avukat,Ailesine duaya daha fazla vakit ayirmalarini tavsiye ediyor.
1,count,N,There were so many cars that I lost count. ,?????,???? ???? ?????? ???? ?? ??? ???? ??? ????????,???? ???? ?????? ??? ?? ??? ???? ?? ???? ?? ????,??,????,???????,saymak,O kadar çok araba vardi ki sayisini unuttum.
2,count,N,"The counts against my friend were undefendable.
",??????,??????? ?????? ????? ?????? ??? ??? ????? ?????,"???? ???? ?? ???? ????? ??????? ????? ????
",??,??????????????,saymak,Arkadasima yönelik suçlamalar savunulamaz nitelikteydi.
3,count,V,I count myself fortunate to have such a mother.,?????? ?????,??? ???? ???? ??? ??? ????? ????? ??  ??? ???? ???? ????,"??? ??? ?? ??? ???? ?????? ??? ?? ???? ???? ??? ????
",??,????????,???????,saymak,Böyle bir anneye sahip oldugum için kendimi sansli sayiyorum.
4,count,VT,"Count the books on the shelf.
",??????????,?????? ????? ??????? ???? ??????? ???????????,???? ?? ?????? ?????,??,?????????,saymak,Raftaki kitaplari sayin.
5,count,VT,"The academy counts several Nobel Prize winners among its members.
", ??? ??? ???????? ????? ????,?????? ???? ??????? ????? ???? ?????? ???? ????? ????? ??? ?????? ???? ?????,?????? ???? ?????? ??? ??? ???? ????? ????? ????? ?? ???? ???? ???,??,??????????????????,saymak,"Akademi, üyeleri arasinda çok sayida Nobel Ödülü sahibini sayiyor."
6,count,VT,"I can count on my friends in hard times.
",?????? ????? ???? ??????,?????? ???? ???? ?????? ??? ??????? ????? ????? ?????? ???????,??? ???? ??? ??? ???? ?????? ?? ?????? ?? ???? ????,??,???????????????,saymak,Zor zamanlarda arkadaslarima güvenebilirim.
1,counter,Adj,"He has to pay for his counter acts.
",???????? ??????? ???????,????? ??? ??????? ??????? ?????? ????? ??????? ??????,"??? ???? ????? ????? ?? ???? ????? ???? ???
",??,??????????????,tezgah,Karsi eylemlerinin bedelini ödemek zorunda.
2,counter,Adv,"Our polices are running counter to their plan.
",?????? ?????? ?????,????? ????? ???? ???????? ??????? ????? ?????,????? ???????? ?? ?? ?????? ?? ???? ?? ??? ???,??,????????????????,tezgah,Bizim politikalarimiz onlarin planina ters gidiyor.
3,counter,V,"All opposition parties countered the budget of 2000.
",???????? ????? ???? ???? ?????,???? ?????? ????? ???? 2000 ??? ????? ?????????,???? ??????? ??????? ?? 2000 ?? ??? ?? ???? ??? ?? ?,??,????????2000?????,tezgah,Bütün muhalefet partileri 2000 yili bütçesine karsi çikti.
4,counter,N,"When I reached, the counter was closed.",????????,?????? ??? ????? ???????? ??? ???? ???????,???? ?? ???? ?????? ???? ,??,?????,????????,tezgah,Ulastigimda tezgah kapaliydi.
5,counter,N,"Japanese use special counter for counting.
",??????????? ??????? ????????,???????? ??? ??????????? ????? ??? ??? ??????????? ?????? ???????? ?????,?????? ???? ?? ??? ????? ?????? ??????? ???? ????,??,???????????????,tezgah,Japonlar saymak için özel sayaç kullanirlar.
1,countless,Adj,"She told this story countless times.
",??????? ??? ????? ????,???? ???? ??? ?????? ?????? ?????,?? ?? ??????? ??? ?? ????? ??????,??,???????????,sayisiz,Bu hikayeyi defalarca anlatti.
1,country,N,Which is the largest country in the world?,????,??????? ???? ??? ??? ?????? ?????? ???? ?????,"???? ?? ?? ?? ??? ??? ??? ?? ???
",??,??????????????,ülke,Dünyanin en büyük ülkesi hangisidir?
2,country,N,"They spent a week in a cottage situated in their country 
",?????,???? ????? ??? ????? ???????? ???? ???? ???? ????? ??????? ????? ?????,????? ?? ??? ???? ???? ?? ???? ????? ?? ??? ???? ??? ??????,??,??????????????????,ülke,Ülkelerindeki bir kulübede bir hafta geçirdiler
1,county,N,"A play ground was booked by county cricket team.
",??????? ??????? ??????,?????? ??? ????? ?????? ?????? ???? ??? ?????? ????? ??? ????? ?????,??? ?? ???? ??? ?? ??? ?? ??? ???? ?? ????? ?? ??? ??? ????,?,?????????????,kontluk,Ilçe kriket takimi tarafindan bir oyun alani rezerve edildi.
1,couple,N,"The couple is staying at this house.
",?????? ??? ??,????? ???? ??? ????? ???? ??????,???? ?? ??? ??? ?? ??? ???,??,????????????,çift,Çift bu evde kaliyor.
2,couple,V,"The bad light coupled with ugly sound spoiled the show.
",????? ?????????????,???? ?????? ???? ?????? ?? ???????? ????? ???? ?? ????? ,???? ????? ?? ????????? ???? ?? ???? ?? ?? ?? ?? ???? ??????,??,??????????????????,çift,Kötü isik ve çirkin ses gösteriyi bozdu.
1,courage,N,"He was rewarded for showing great courage in the battle.
",????????? ?????,????? ???? ?????? ???????? ?????? ????? ?? ????? ?????? ??????,??? ??? ??? ??? ????? ?????? ?? ?? ????? ??? ????,??,????????????????????,cesaret,Savasta büyük cesaret gösterdigi için ödüllendirildi.
1,course,N,"He is undertaking a course in computer.
",????,??? ??? ?????????? ???? ???? ?????,"?? ??????? ?? ???? ?? ??? ???
",??,???????????,kurs,Bilgisayar kursuna gidiyor.
2,course,N,"The race course is ten miles away.
",?????,?????? ?????? ?????? ????? ??? ?? ???? ?????,???? ??? ?? ????? ?? ??? ??? ???,??,???????????,kurs,Yaris pisti on mil uzakta.
3,course,N,Follow your course and let people talk.,????,????? ???? ???? ?? ??? ?????? ???? ??????," ????? ?? ??? ???? ???? ?? ???? ??? ?? ?????
",??,?????????????,kurs,Kursunuzu takip edin ve insanlarin konusmasina izin verin.
4,course,N,"A course of bricks was laid on the road.
",???,?????? ????? ??? ??? ????? ????? ???? ???????? ?????,??? ?? ?????? ?? ??? ??? ???? ??? ??? ????,??,????????,kurs,Yola bir sira tugla dösendi.
5,course,V,"The river coursed down the hill.
",????,?????? ??? ?????? ???? ??? ?????,???? ????? ?? ???? ??? ??? ????,??,???????,kurs,Nehir tepeden asagi dogru akiyordu.
1,court,N,"The king will visit the duke's court.
",?????,?????? ??? ???? ?????? ??????? ?????,?????? ???? ?? ????? ??? ???? ???,??,???????????,mahkeme,Kral dükün sarayini ziyaret edecek.
2,court,N,He has to appear in court tomorrow.,?????,????? ??? ???? ?????? ???? ????? ??????,"??? ?? ????? ??? ??? ???? ???
",??,????????,mahkeme,Yarin mahkemeye çikmasi gerekiyor.
3,court,N,"The house was built in the inner court.
",??????????,???? ?? ?????????? ?????? ???? ????????,???? ??????? ??? ??? ????? ??? ????,??,???????,mahkeme,Ev iç avluda insa edildi.
4,court,N,"Pay court to the king.
",??????? ???,??????? ????? ???,?????? ?? ??? ????,??,???????,mahkeme,Krala saygi gösterin.
5,court,N,"The players reached the race court in advance.
",?????,??????? ???? ????? ??? ??? ?????? ?????,?????? ???? ?? ??? ?? ????? ??? ???? ????,??,??????????,mahkeme,Oyuncular yaris sahasina önceden ulasti.
6,court,VT,"Aslam and Maryam courted for two years before marrying.
",????? ????? ??????????? ????,???? ??? ???? ??? ??????? ???????? ??? ?????? ????? ????? ,???? ??? ???? ???? ???? ?? ???? ?? ??? ?? ??? ????? ?? ???? ???? ????,??,???????????????????,mahkeme,Aslam ve Meryem evlenmeden önce iki yil flört ettiler.
1,cousin,N,"She is my cousin.
",????????????? ?????????????? ??? ?? ??????,?? ???? ?????? ????? ???????,?? ???? ????? ??? ???,??,???????,kuzen,O benim kuzenim.
